resvid;fecha_inicio;fecha_fin
55689;2033-05-24;2033-05-28
55690;2026-04-11;2026-04-24
55691;2059-11-26;2059-12-12
55692;2056-06-15;2056-07-01
55693;2048-02-28;2048-02-28
55694;2093-02-09;2093-02-11
55695;2092-08-08;2092-08-10
55696;2067-12-12;2067-12-19
55697;2057-01-04;2057-01-22
55698;2038-12-26;2039-01-06
55699;2019-07-06;2019-07-10
55700;2066-12-15;2067-01-01
55701;2051-03-07;2051-03-13
55702;2082-11-02;2082-11-20
55703;2061-07-10;2061-07-10
55704;2022-06-14;2022-06-15
55705;2093-05-14;2093-05-27
55706;2045-09-25;2045-10-09
55707;2030-01-30;2030-02-06
55708;2058-02-25;2058-03-09
55709;2049-11-29;2049-12-07
55710;2065-07-06;2065-07-22
55711;2022-01-16;2022-01-26
55712;2044-09-02;2044-09-13
55713;2062-10-05;2062-10-09
55714;2087-08-26;2087-08-31
55715;2088-04-14;2088-05-01
55716;2062-10-20;2062-11-05
55717;2073-02-17;2073-02-25
55718;2073-03-14;2073-03-31
55719;2068-03-29;2068-04-08
55720;2098-02-05;2098-02-05
55721;2028-08-05;2028-08-05
55722;2031-11-29;2031-12-02
55723;2079-07-25;2079-08-06
55724;2049-07-19;2049-08-02
55725;2088-05-28;2088-05-29
55726;2060-03-03;2060-03-20
55727;2064-06-08;2064-06-21
55728;2046-12-26;2046-12-30
55729;2082-02-27;2082-03-02
55730;2043-07-23;2043-07-29
55731;2069-12-06;2069-12-11
55732;2065-07-29;2065-08-06
55733;2040-03-21;2040-03-31
55734;2054-11-11;2054-11-17
55735;2044-04-17;2044-04-29
55736;2059-03-24;2059-03-25
55737;2019-08-19;2019-08-31
55738;2065-09-09;2065-09-14
55739;2026-06-04;2026-06-04
55740;2072-06-04;2072-06-12
55741;2062-10-23;2062-11-11
55742;2048-02-01;2048-02-09
55743;2096-07-02;2096-07-14
55744;2078-10-27;2078-11-10
55745;2064-05-15;2064-05-24
55746;2086-01-09;2086-01-12
55747;2021-06-07;2021-06-19
55748;2091-08-14;2091-08-17
55749;2098-12-31;2099-01-18
55750;2073-11-05;2073-11-08
55751;2028-10-11;2028-10-19
55752;2038-07-06;2038-07-17
55753;2087-07-21;2087-07-26
55754;2083-11-25;2083-12-03
55755;2089-11-04;2089-11-05
55756;2095-05-23;2095-05-30
55757;2090-08-31;2090-09-12
55758;2066-12-09;2066-12-09
55759;2099-01-10;2099-01-14
55760;2040-05-19;2040-05-27
55761;2056-09-06;2056-09-16
55762;2033-07-25;2033-08-02
55763;2027-08-29;2027-09-09
55764;2071-04-01;2071-04-08
55765;2028-08-06;2028-08-14
55766;2019-05-15;2019-05-20
55767;2095-11-11;2095-11-24
55768;2087-09-21;2087-09-27
55769;2054-03-20;2054-04-01
55770;2095-10-20;2095-11-07
55771;2073-09-01;2073-09-01
55772;2029-08-03;2029-08-10
55773;2032-03-15;2032-04-01
55774;2054-06-21;2054-07-07
55775;2043-06-19;2043-06-29
55776;2043-07-18;2043-07-28
55777;2074-07-30;2074-08-18
55778;2066-05-23;2066-05-30
55779;2065-02-28;2065-03-16
55780;2096-09-16;2096-09-23
55781;2020-12-17;2021-01-05
55782;2052-06-25;2052-07-11
55783;2044-12-03;2044-12-19
55784;2073-12-19;2074-01-02
55785;2083-03-10;2083-03-24
55786;2046-09-22;2046-09-27
55787;2043-01-26;2043-01-29
55788;2097-08-11;2097-08-21
55789;2052-09-04;2052-09-14
55790;2078-02-28;2078-03-04
55791;2049-03-22;2049-04-06
55792;2039-04-14;2039-04-28
55793;2033-01-19;2033-01-27
55794;2098-04-22;2098-05-03
55795;2037-04-28;2037-05-12
55796;2094-04-08;2094-04-23
55797;2026-06-10;2026-06-11
55798;2051-06-03;2051-06-16
55799;2092-01-15;2092-01-22
55800;2026-12-02;2026-12-02
55801;2080-08-17;2080-08-28
55802;2021-07-10;2021-07-28
55803;2055-08-06;2055-08-18
55804;2083-03-15;2083-03-27
55805;2077-10-21;2077-10-21
55806;2058-05-07;2058-05-21
55807;2080-08-29;2080-09-08
55808;2051-06-06;2051-06-06
55809;2024-09-23;2024-09-29
55810;2032-08-21;2032-09-06
55811;2081-06-13;2081-06-27
55812;2055-11-11;2055-11-18
55813;2028-11-09;2028-11-27
55814;2045-02-12;2045-02-25
55815;2084-12-15;2084-12-28
55816;2057-10-18;2057-10-20
55817;2051-10-08;2051-10-15
55818;2062-01-14;2062-01-26
55819;2090-10-09;2090-10-25
55820;2022-08-08;2022-08-21
55821;2039-09-07;2039-09-08
55822;2042-08-26;2042-09-02
55823;2083-05-06;2083-05-13
55824;2066-02-14;2066-02-25
55825;2094-09-07;2094-09-08
55826;2073-05-25;2073-05-29
55827;2057-09-05;2057-09-23
55828;2091-09-29;2091-10-02
55829;2074-06-11;2074-06-20
55830;2090-07-07;2090-07-07
55831;2025-04-22;2025-05-09
55832;2023-04-24;2023-05-05
55833;2034-02-09;2034-02-23
55834;2039-07-10;2039-07-28
55835;2093-11-16;2093-12-02
55836;2090-01-19;2090-01-27
55837;2031-04-30;2031-05-11
55838;2071-06-10;2071-06-10
55839;2028-10-18;2028-10-21
55840;2037-03-04;2037-03-17
55841;2047-06-03;2047-06-04
55842;2057-06-22;2057-07-01
55843;2088-03-04;2088-03-21
55844;2053-02-06;2053-02-14
55845;2050-04-12;2050-04-26
55846;2084-02-12;2084-02-29
55847;2076-12-10;2076-12-22
55848;2050-02-05;2050-02-16
55849;2098-10-07;2098-10-20
55850;2087-11-21;2087-12-06
55851;2099-09-08;2099-09-27
55852;2077-01-28;2077-02-06
55853;2088-05-16;2088-05-27
55854;2064-06-01;2064-06-03
55855;2029-12-18;2030-01-06
55856;2085-03-27;2085-04-12
55857;2095-01-06;2095-01-09
55858;2098-11-18;2098-11-24
55859;2036-07-01;2036-07-01
55860;2034-12-07;2034-12-25
55861;2037-02-27;2037-03-16
55862;2058-02-21;2058-03-05
55863;2033-08-11;2033-08-14
55864;2019-10-03;2019-10-05
55865;2043-06-27;2043-06-27
55866;2065-08-10;2065-08-21
55867;2051-07-22;2051-07-25
55868;2035-12-04;2035-12-07
55869;2019-06-15;2019-06-23
55870;2079-03-13;2079-03-13
55871;2027-06-01;2027-06-18
55872;2063-10-28;2063-10-29
55873;2092-12-10;2092-12-20
55874;2065-07-15;2065-07-27
55875;2036-12-25;2036-12-25
55876;2047-10-20;2047-10-24
55877;2072-12-25;2072-12-29
55878;2047-07-30;2047-08-03
55879;2065-09-24;2065-10-07
55880;2078-08-17;2078-08-31
55881;2079-09-05;2079-09-08
55882;2071-06-18;2071-06-20
55883;2023-02-02;2023-02-03
55884;2063-09-18;2063-09-27
55885;2020-09-25;2020-10-08
55886;2043-07-19;2043-07-28
55887;2045-06-08;2045-06-17
55888;2086-06-13;2086-07-01
55889;2075-07-01;2075-07-07
55890;2040-03-07;2040-03-22
55891;2036-08-20;2036-09-01
55892;2098-09-26;2098-10-13
55893;2071-03-29;2071-04-08
55894;2038-03-07;2038-03-16
55895;2053-11-26;2053-12-06
55896;2032-05-15;2032-05-25
55897;2083-08-13;2083-08-29
55898;2046-03-09;2046-03-14
55899;2066-07-25;2066-08-07
55900;2036-12-15;2036-12-16
55901;2047-01-17;2047-01-22
55902;2031-08-25;2031-09-12
55903;2029-07-29;2029-08-08
55904;2076-12-23;2077-01-01
55905;2025-02-26;2025-03-06
55906;2099-10-01;2099-10-19
55907;2067-09-08;2067-09-22
55908;2037-09-17;2037-10-02
55909;2042-03-15;2042-03-16
55910;2049-03-08;2049-03-24
55911;2083-09-07;2083-09-09
55912;2067-11-25;2067-12-09
55913;2072-07-30;2072-07-31
55914;2099-10-08;2099-10-25
55915;2052-06-12;2052-06-26
55916;2092-03-18;2092-03-29
55917;2097-09-13;2097-09-14
55918;2096-07-28;2096-08-14
55919;2059-11-07;2059-11-14
55920;2053-08-22;2053-09-02
55921;2020-08-15;2020-08-21
55922;2070-07-08;2070-07-08
55923;2081-08-05;2081-08-24
55924;2064-01-13;2064-01-25
55925;2077-01-27;2077-01-30
55926;2045-04-24;2045-05-01
55927;2034-11-30;2034-12-08
55928;2027-10-27;2027-11-06
55929;2054-11-06;2054-11-11
55930;2049-11-30;2049-12-05
55931;2048-11-11;2048-11-11
55932;2041-06-13;2041-06-22
55933;2077-08-28;2077-09-09
55934;2099-08-19;2099-08-21
55935;2030-05-01;2030-05-16
55936;2043-07-27;2043-08-07
55937;2065-08-23;2065-09-07
55938;2045-09-22;2045-10-04
55939;2092-06-13;2092-06-17
55940;2038-04-27;2038-05-16
55941;2040-12-20;2041-01-05
55942;2083-07-08;2083-07-22
55943;2060-07-07;2060-07-26
55944;2023-09-20;2023-10-09
55945;2070-04-17;2070-04-17
55946;2086-06-23;2086-06-25
55947;2036-10-08;2036-10-24
55948;2057-01-18;2057-01-21
55949;2078-03-01;2078-03-08
55950;2024-04-16;2024-04-24
55951;2035-04-26;2035-04-28
55952;2090-08-19;2090-09-07
55953;2035-05-27;2035-06-07
55954;2041-08-25;2041-08-27
55955;2070-03-02;2070-03-07
55956;2052-09-01;2052-09-07
55957;2031-05-22;2031-05-28
55958;2026-12-24;2027-01-09
55959;2032-04-24;2032-04-26
55960;2039-08-05;2039-08-24
55961;2093-11-30;2093-12-12
55962;2019-10-19;2019-10-27
55963;2048-06-14;2048-06-19
55964;2051-08-02;2051-08-13
55965;2020-08-07;2020-08-15
55966;2025-06-08;2025-06-15
55967;2090-10-11;2090-10-15
55968;2083-01-11;2083-01-27
55969;2061-05-28;2061-05-30
55970;2077-06-20;2077-06-23
55971;2077-03-12;2077-03-18
55972;2084-09-16;2084-09-20
55973;2022-01-06;2022-01-12
55974;2096-05-13;2096-05-27
55975;2039-11-25;2039-11-30
55976;2083-01-20;2083-01-28
55977;2029-10-26;2029-11-02
55978;2025-04-21;2025-04-27
55979;2034-07-06;2034-07-06
55980;2043-10-30;2043-10-30
55981;2060-02-04;2060-02-16
55982;2022-05-06;2022-05-20
55983;2063-05-02;2063-05-06
55984;2056-08-14;2056-08-18
55985;2047-09-11;2047-09-29
55986;2056-09-01;2056-09-18
55987;2061-03-18;2061-03-20
55988;2054-01-18;2054-01-29
55989;2069-09-19;2069-09-28
55990;2041-07-10;2041-07-17
55991;2091-12-18;2091-12-22
55992;2033-10-23;2033-11-01
55993;2039-09-25;2039-10-06
55994;2065-12-31;2066-01-08
55995;2041-02-13;2041-02-23
55996;2065-05-23;2065-05-29
55997;2072-03-28;2072-04-01
55998;2031-08-03;2031-08-04
55999;2059-07-18;2059-08-06
56000;2088-05-27;2088-06-11
56001;2091-07-10;2091-07-10
56002;2073-09-03;2073-09-18
56003;2093-04-02;2093-04-02
56004;2063-01-09;2063-01-16
56005;2030-01-19;2030-02-05
56006;2070-10-01;2070-10-12
56007;2082-12-21;2083-01-02
56008;2054-10-09;2054-10-14
56009;2021-11-17;2021-11-28
56010;2096-12-16;2096-12-27
56011;2061-11-13;2061-11-27
56012;2091-03-01;2091-03-19
56013;2051-02-19;2051-02-28
56014;2044-04-09;2044-04-27
56015;2088-02-07;2088-02-24
56016;2087-08-27;2087-09-11
56017;2042-12-28;2043-01-06
56018;2051-10-11;2051-10-18
56019;2066-01-16;2066-01-16
56020;2094-01-08;2094-01-12
56021;2034-06-14;2034-06-30
56022;2069-07-08;2069-07-14
56023;2026-07-25;2026-07-29
56024;2090-12-09;2090-12-17
56025;2089-10-26;2089-10-27
56026;2041-03-07;2041-03-24
56027;2023-11-18;2023-12-07
56028;2060-10-03;2060-10-19
56029;2086-01-06;2086-01-22
56030;2070-01-11;2070-01-20
56031;2091-04-19;2091-05-02
56032;2052-02-25;2052-03-01
56033;2061-05-22;2061-05-25
56034;2071-08-12;2071-08-18
56035;2069-06-19;2069-06-22
56036;2029-12-05;2029-12-10
56037;2066-11-22;2066-12-04
56038;2071-05-07;2071-05-08
56039;2027-07-12;2027-07-15
56040;2076-09-28;2076-10-12
56041;2019-08-06;2019-08-12
56042;2061-05-09;2061-05-09
56043;2043-04-09;2043-04-13
56044;2051-01-27;2051-02-02
56045;2081-11-25;2081-12-10
56046;2086-05-21;2086-06-03
56047;2043-03-28;2043-04-10
56048;2095-09-03;2095-09-11
56049;2065-09-19;2065-09-24
56050;2069-01-23;2069-01-27
56051;2040-08-03;2040-08-06
56052;2060-07-15;2060-08-02
56053;2029-10-07;2029-10-18
56054;2030-05-08;2030-05-17
56055;2064-06-30;2064-07-05
56056;2022-05-19;2022-05-23
56057;2037-08-07;2037-08-07
56058;2067-12-07;2067-12-13
56059;2080-06-28;2080-07-08
56060;2074-09-13;2074-09-22
56061;2056-11-10;2056-11-19
56062;2067-11-25;2067-12-12
56063;2064-10-21;2064-10-23
56064;2071-07-11;2071-07-27
56065;2062-02-25;2062-03-12
56066;2036-07-19;2036-07-30
56067;2066-11-21;2066-12-02
56068;2021-10-07;2021-10-19
56069;2097-05-06;2097-05-24
56070;2072-06-26;2072-07-03
56071;2076-05-21;2076-05-30
56072;2037-05-02;2037-05-21
56073;2079-02-05;2079-02-21
56074;2032-12-12;2032-12-17
56075;2056-07-07;2056-07-19
56076;2052-05-15;2052-05-28
56077;2034-10-23;2034-11-08
56078;2086-06-13;2086-06-18
56079;2080-02-16;2080-02-20
56080;2040-10-09;2040-10-16
56081;2094-11-04;2094-11-07
56082;2091-10-06;2091-10-06
56083;2089-09-23;2089-09-25
56084;2060-05-29;2060-06-04
56085;2025-03-20;2025-03-29
56086;2062-08-15;2062-08-22
56087;2086-03-27;2086-04-13
56088;2056-04-04;2056-04-09
56089;2064-06-05;2064-06-22
56090;2037-02-25;2037-03-01
56091;2099-07-18;2099-07-20
56092;2073-07-30;2073-08-16
56093;2033-03-04;2033-03-16
56094;2021-02-20;2021-03-04
56095;2025-12-26;2025-12-29
56096;2048-05-10;2048-05-29
56097;2027-08-10;2027-08-16
56098;2045-09-17;2045-09-20
56099;2072-12-02;2072-12-09
56100;2072-02-25;2072-03-06
56101;2019-11-05;2019-11-17
56102;2084-03-13;2084-04-01
56103;2080-07-11;2080-07-11
56104;2099-12-19;2099-12-29
56105;2078-10-30;2078-11-17
56106;2099-07-11;2099-07-14
56107;2053-03-18;2053-03-22
56108;2061-07-04;2061-07-12
56109;2081-03-18;2081-03-22
56110;2046-09-30;2046-10-12
56111;2064-10-29;2064-11-09
56112;2027-08-05;2027-08-17
56113;2026-01-29;2026-02-01
56114;2091-06-14;2091-06-27
56115;2031-02-10;2031-02-21
56116;2068-01-21;2068-01-22
56117;2077-06-28;2077-07-08
56118;2065-07-04;2065-07-13
56119;2089-07-29;2089-08-03
56120;2066-09-27;2066-09-27
56121;2083-04-21;2083-04-29
56122;2039-03-10;2039-03-18
56123;2053-04-12;2053-04-27
56124;2048-10-12;2048-10-30
56125;2034-07-09;2034-07-16
56126;2060-07-02;2060-07-06
56127;2069-06-22;2069-06-28
56128;2044-05-18;2044-06-03
56129;2019-06-11;2019-06-14
56130;2032-05-02;2032-05-07
56131;2065-08-02;2065-08-16
56132;2086-10-13;2086-10-29
56133;2066-05-28;2066-06-16
56134;2035-06-28;2035-07-03
56135;2036-11-12;2036-11-17
56136;2022-01-12;2022-01-19
56137;2085-09-24;2085-10-07
56138;2075-08-22;2075-09-04
56139;2088-10-04;2088-10-19
56140;2076-12-24;2076-12-25
56141;2095-04-15;2095-05-03
56142;2076-04-21;2076-05-03
56143;2091-04-24;2091-05-08
56144;2049-02-01;2049-02-05
56145;2026-01-12;2026-01-18
56146;2029-10-01;2029-10-18
56147;2074-12-21;2075-01-07
56148;2053-11-09;2053-11-17
56149;2041-03-30;2041-04-16
56150;2097-08-07;2097-08-26
56151;2057-11-19;2057-11-27
56152;2070-10-26;2070-11-14
56153;2084-02-28;2084-03-10
56154;2037-07-04;2037-07-06
56155;2049-12-11;2049-12-18
56156;2041-07-21;2041-08-08
56157;2025-11-16;2025-11-23
56158;2038-04-21;2038-04-29
56159;2098-09-06;2098-09-25
56160;2099-05-15;2099-05-18
56161;2079-05-12;2079-05-24
56162;2030-12-12;2030-12-25
56163;2043-11-01;2043-11-08
56164;2025-06-28;2025-06-30
56165;2036-04-09;2036-04-25
56166;2067-04-10;2067-04-18
56167;2029-03-30;2029-04-14
56168;2024-04-03;2024-04-16
56169;2088-03-15;2088-03-30
56170;2084-06-19;2084-06-25
56171;2047-03-01;2047-03-07
56172;2071-05-22;2071-05-26
56173;2043-05-02;2043-05-20
56174;2054-02-14;2054-02-26
56175;2084-03-04;2084-03-23
56176;2028-04-28;2028-05-16
56177;2093-08-22;2093-09-06
56178;2023-09-06;2023-09-14
56179;2099-02-14;2099-02-20
56180;2041-11-28;2041-12-03
56181;2097-01-22;2097-02-09
56182;2091-07-29;2091-08-14
56183;2099-08-05;2099-08-17
56184;2058-02-05;2058-02-24
56185;2057-01-18;2057-01-26
56186;2074-02-28;2074-03-16
56187;2094-02-22;2094-03-09
56188;2054-03-19;2054-03-28
56189;2037-08-11;2037-08-29
56190;2022-07-20;2022-08-03
56191;2056-07-16;2056-08-02
56192;2087-12-07;2087-12-24
56193;2080-07-18;2080-07-19
56194;2059-02-26;2059-03-12
56195;2090-08-03;2090-08-05
56196;2095-02-22;2095-02-23
56197;2036-08-29;2036-09-11
56198;2071-12-12;2071-12-20
56199;2054-01-23;2054-01-26
56200;2082-02-22;2082-03-03
56201;2030-01-05;2030-01-12
56202;2093-10-27;2093-10-27
56203;2063-03-08;2063-03-16
56204;2044-11-02;2044-11-03
56205;2027-08-07;2027-08-26
56206;2039-02-12;2039-02-20
56207;2028-05-19;2028-06-07
56208;2061-07-19;2061-08-06
56209;2088-03-20;2088-04-08
56210;2094-08-11;2094-08-25
56211;2033-11-29;2033-12-16
56212;2099-01-01;2099-01-17
56213;2046-08-07;2046-08-09
56214;2065-04-27;2065-05-16
56215;2023-03-02;2023-03-21
56216;2075-09-24;2075-09-27
56217;2033-01-06;2033-01-10
56218;2072-06-01;2072-06-07
56219;2095-11-28;2095-11-30
56220;2097-02-26;2097-03-08
56221;2088-04-28;2088-04-29
56222;2090-01-16;2090-02-03
56223;2062-06-13;2062-06-27
56224;2021-08-22;2021-08-25
56225;2025-04-12;2025-04-29
56226;2062-04-15;2062-04-21
56227;2050-12-30;2051-01-07
56228;2093-06-18;2093-07-03
56229;2042-10-17;2042-10-24
56230;2043-11-10;2043-11-17
56231;2090-07-19;2090-07-30
56232;2048-12-28;2049-01-04
56233;2034-04-22;2034-04-26
56234;2074-05-06;2074-05-11
56235;2025-06-15;2025-06-28
56236;2077-10-09;2077-10-26
56237;2090-08-07;2090-08-26
56238;2024-01-30;2024-02-12
56239;2072-01-01;2072-01-07
56240;2022-08-04;2022-08-06
56241;2055-02-09;2055-02-18
56242;2037-01-29;2037-02-16
56243;2077-03-13;2077-03-29
56244;2062-07-16;2062-07-25
56245;2027-10-03;2027-10-19
56246;2042-07-10;2042-07-25
56247;2079-02-25;2079-03-14
56248;2035-09-06;2035-09-07
56249;2044-08-21;2044-08-26
56250;2042-10-27;2042-11-12
56251;2026-09-11;2026-09-22
56252;2091-11-30;2091-12-18
56253;2080-06-02;2080-06-12
56254;2076-04-10;2076-04-21
56255;2091-08-02;2091-08-19
56256;2037-03-22;2037-03-30
56257;2054-03-28;2054-04-07
56258;2075-08-25;2075-09-05
56259;2069-08-12;2069-08-12
56260;2024-10-23;2024-11-04
56261;2047-11-29;2047-12-01
56262;2080-05-10;2080-05-11
56263;2098-05-01;2098-05-07
56264;2055-09-15;2055-10-04
56265;2079-03-28;2079-04-05
56266;2066-03-31;2066-03-31
56267;2096-11-10;2096-11-23
56268;2090-04-26;2090-05-13
56269;2087-01-18;2087-02-05
56270;2095-10-06;2095-10-14
56271;2092-11-23;2092-12-07
56272;2060-09-04;2060-09-08
56273;2063-09-08;2063-09-27
56274;2079-11-10;2079-11-23
56275;2083-05-21;2083-05-25
56276;2021-08-24;2021-08-24
56277;2097-06-08;2097-06-12
56278;2049-11-22;2049-12-03
56279;2052-07-05;2052-07-11
56280;2053-10-18;2053-11-01
56281;2052-04-11;2052-04-14
56282;2059-06-27;2059-06-30
56283;2030-04-02;2030-04-03
56284;2026-02-06;2026-02-16
56285;2028-11-20;2028-12-01
56286;2038-05-22;2038-05-28
56287;2096-08-31;2096-09-16
56288;2047-03-14;2047-03-26
56289;2099-12-30;2100-01-01
56290;2059-06-30;2059-07-02
56291;2085-12-03;2085-12-15
56292;2075-02-13;2075-02-13
56293;2075-02-07;2075-02-26
56294;2028-07-03;2028-07-06
56295;2051-09-21;2051-09-27
56296;2037-07-26;2037-08-04
56297;2040-10-28;2040-11-16
56298;2068-03-31;2068-04-03
56299;2072-01-03;2072-01-04
56300;2066-04-16;2066-04-28
56301;2029-06-30;2029-07-11
56302;2039-10-30;2039-11-12
56303;2045-06-07;2045-06-19
56304;2021-03-31;2021-04-10
56305;2068-12-02;2068-12-02
56306;2091-07-16;2091-07-22
56307;2046-09-09;2046-09-17
56308;2049-12-28;2049-12-30
56309;2046-04-01;2046-04-12
56310;2023-08-10;2023-08-23
56311;2093-05-27;2093-06-09
56312;2095-01-12;2095-01-15
56313;2073-10-08;2073-10-09
56314;2049-10-12;2049-10-18
56315;2040-05-14;2040-05-20
56316;2083-12-03;2083-12-21
56317;2074-06-08;2074-06-15
56318;2057-01-10;2057-01-21
56319;2095-12-28;2096-01-07
56320;2061-10-03;2061-10-07
56321;2081-10-09;2081-10-20
56322;2033-08-07;2033-08-11
56323;2065-07-14;2065-07-30
56324;2077-07-27;2077-08-14
56325;2056-05-25;2056-06-11
56326;2047-02-08;2047-02-21
56327;2056-09-20;2056-10-01
56328;2090-02-06;2090-02-23
56329;2055-01-29;2055-02-08
56330;2061-04-05;2061-04-21
56331;2036-07-24;2036-08-12
56332;2059-10-01;2059-10-20
56333;2044-01-16;2044-01-26
56334;2056-10-27;2056-10-28
56335;2071-02-20;2071-03-02
56336;2052-12-16;2052-12-24
56337;2092-03-18;2092-04-04
56338;2049-08-22;2049-08-27
56339;2082-04-28;2082-05-16
56340;2031-09-05;2031-09-13
56341;2059-12-15;2060-01-01
56342;2050-07-28;2050-08-06
56343;2078-04-28;2078-05-01
56344;2061-08-25;2061-08-31
56345;2062-09-26;2062-10-14
56346;2086-02-28;2086-03-10
56347;2086-09-10;2086-09-20
56348;2081-03-27;2081-04-15
56349;2028-07-11;2028-07-21
56350;2066-10-24;2066-10-28
56351;2024-08-23;2024-08-24
56352;2056-11-06;2056-11-15
56353;2063-10-01;2063-10-04
56354;2096-03-24;2096-04-07
56355;2093-08-02;2093-08-16
56356;2057-02-10;2057-02-24
56357;2022-06-12;2022-06-23
56358;2089-12-09;2089-12-15
56359;2054-11-25;2054-11-30
56360;2026-02-17;2026-03-01
56361;2027-03-05;2027-03-24
56362;2054-05-29;2054-06-09
56363;2072-04-04;2072-04-06
56364;2027-03-06;2027-03-18
56365;2024-01-20;2024-02-07
56366;2060-02-23;2060-03-09
56367;2092-11-20;2092-12-07
56368;2086-11-20;2086-12-01
56369;2067-06-04;2067-06-20
56370;2042-07-13;2042-07-28
56371;2072-03-24;2072-03-30
56372;2088-02-06;2088-02-20
56373;2064-01-27;2064-02-06
56374;2052-07-28;2052-08-13
56375;2053-10-25;2053-10-25
56376;2084-06-03;2084-06-22
56377;2099-01-27;2099-02-10
56378;2055-08-26;2055-09-07
56379;2095-07-29;2095-08-03
56380;2069-12-25;2069-12-31
56381;2099-01-14;2099-01-14
56382;2024-10-04;2024-10-22
56383;2070-07-28;2070-08-12
56384;2050-08-23;2050-09-06
56385;2077-08-29;2077-09-03
56386;2048-10-13;2048-10-23
56387;2073-06-12;2073-06-26
56388;2079-04-29;2079-05-01
56389;2032-03-18;2032-03-22
56390;2024-05-09;2024-05-15
56391;2090-07-23;2090-07-28
56392;2094-07-21;2094-08-04
56393;2055-03-14;2055-03-14
56394;2088-05-09;2088-05-21
56395;2079-11-07;2079-11-17
56396;2098-09-06;2098-09-11
56397;2073-08-08;2073-08-23
56398;2022-01-12;2022-01-29
56399;2050-12-17;2050-12-29
56400;2093-10-06;2093-10-07
56401;2034-04-05;2034-04-24
56402;2046-11-06;2046-11-15
56403;2026-04-23;2026-05-04
56404;2030-05-01;2030-05-20
56405;2026-02-17;2026-02-22
56406;2073-01-02;2073-01-18
56407;2063-05-13;2063-05-22
56408;2074-10-01;2074-10-17
56409;2058-01-25;2058-02-04
56410;2055-11-21;2055-11-24
56411;2060-05-12;2060-05-19
56412;2078-11-20;2078-11-22
56413;2090-10-09;2090-10-26
56414;2051-01-01;2051-01-07
56415;2042-09-21;2042-09-28
56416;2037-06-20;2037-07-08
56417;2029-01-28;2029-02-12
56418;2043-06-30;2043-07-19
56419;2079-11-05;2079-11-20
56420;2048-07-01;2048-07-15
56421;2072-08-30;2072-09-03
56422;2067-09-25;2067-10-03
56423;2030-07-20;2030-08-08
56424;2066-08-23;2066-09-01
56425;2071-05-21;2071-05-24
56426;2035-12-22;2035-12-24
56427;2055-05-19;2055-05-25
56428;2086-05-29;2086-06-05
56429;2084-06-14;2084-06-22
56430;2055-05-26;2055-06-13
56431;2059-10-03;2059-10-03
56432;2041-07-06;2041-07-06
56433;2080-08-13;2080-08-24
56434;2099-01-17;2099-02-01
56435;2097-06-22;2097-06-27
56436;2023-08-15;2023-09-03
56437;2068-05-04;2068-05-09
56438;2087-12-30;2088-01-10
56439;2085-08-03;2085-08-06
56440;2019-07-04;2019-07-11
56441;2020-10-07;2020-10-23
56442;2097-09-29;2097-09-29
56443;2098-07-22;2098-08-02
56444;2044-08-06;2044-08-20
56445;2065-12-30;2066-01-06
56446;2074-08-23;2074-09-02
56447;2052-05-24;2052-06-06
56448;2090-12-07;2090-12-24
56449;2064-09-01;2064-09-11
56450;2065-03-02;2065-03-05
56451;2026-05-16;2026-05-28
56452;2057-04-27;2057-04-28
56453;2045-08-25;2045-09-03
56454;2085-07-07;2085-07-21
56455;2054-06-18;2054-07-05
56456;2028-11-02;2028-11-20
56457;2087-01-30;2087-02-04
56458;2076-04-26;2076-05-02
56459;2076-08-06;2076-08-09
56460;2038-11-11;2038-11-19
56461;2080-10-21;2080-11-05
56462;2058-02-24;2058-03-12
56463;2051-02-09;2051-02-13
56464;2051-06-01;2051-06-06
56465;2025-10-27;2025-10-27
56466;2058-06-29;2058-07-03
56467;2063-05-11;2063-05-17
56468;2090-01-02;2090-01-14
56469;2022-10-21;2022-10-24
56470;2045-04-03;2045-04-20
56471;2060-04-15;2060-04-25
56472;2045-02-14;2045-03-03
56473;2036-09-07;2036-09-24
56474;2042-02-24;2042-03-13
56475;2075-05-07;2075-05-22
56476;2076-06-21;2076-07-08
56477;2046-06-20;2046-07-03
56478;2022-07-13;2022-07-29
56479;2040-08-11;2040-08-13
56480;2093-03-18;2093-03-31
56481;2072-08-07;2072-08-19
56482;2085-12-11;2085-12-12
56483;2073-12-02;2073-12-12
56484;2053-11-14;2053-11-19
56485;2075-04-23;2075-05-11
56486;2044-01-27;2044-02-10
56487;2044-11-27;2044-12-12
56488;2052-12-26;2052-12-27
56489;2097-01-18;2097-01-23
56490;2071-07-12;2071-07-20
56491;2048-05-02;2048-05-07
56492;2032-01-07;2032-01-26
56493;2033-07-04;2033-07-21
56494;2084-02-14;2084-03-01
56495;2037-09-03;2037-09-13
56496;2056-11-13;2056-11-23
56497;2040-02-10;2040-02-20
56498;2036-12-21;2036-12-22
56499;2059-07-21;2059-07-29
56500;2021-01-15;2021-01-20
56501;2084-02-01;2084-02-15
56502;2034-02-12;2034-02-24
56503;2066-01-10;2066-01-26
56504;2087-12-12;2087-12-23
56505;2023-12-23;2023-12-27
56506;2034-03-19;2034-04-04
56507;2099-09-21;2099-09-29
56508;2067-03-17;2067-04-03
56509;2058-04-03;2058-04-06
56510;2092-02-03;2092-02-05
