resvid,uid,habid,fecha_inicio,fecha_fin
41879,319,41879,2059-07-09,2059-07-26
41880,357,41880,2022-06-06,2022-06-23
41881,224,41881,2086-06-05,2086-06-24
41882,49,41882,2077-10-31,2077-11-07
41883,39,41883,2080-12-08,2080-12-17
41884,114,41884,2063-01-30,2063-02-06
41885,89,41885,2059-12-19,2059-12-31
41886,209,41886,2025-11-26,2025-12-13
41887,319,41887,2089-11-09,2089-11-09
41888,303,41888,2068-07-14,2068-07-20
41889,369,41889,2069-11-22,2069-12-08
41890,94,41890,2075-02-20,2075-03-09
41891,120,41891,2056-10-19,2056-10-22
41892,128,41892,2052-08-01,2052-08-08
41893,292,41893,2028-10-27,2028-11-07
41894,193,41894,2057-01-04,2057-01-08
41895,315,41895,2023-07-07,2023-07-14
41896,417,41896,2037-11-17,2037-11-18
41897,313,41897,2076-08-24,2076-08-26
41898,186,41898,2047-01-09,2047-01-28
41899,11,41899,2091-11-12,2091-11-29
41900,355,41900,2062-02-12,2062-03-01
41901,71,41901,2076-01-15,2076-01-23
41902,394,41902,2054-07-02,2054-07-04
41903,25,41903,2050-07-10,2050-07-15
41904,138,41904,2047-07-04,2047-07-14
41905,78,41905,2078-10-11,2078-10-12
41906,152,41906,2094-11-02,2094-11-06
41907,182,41907,2028-07-28,2028-07-29
41908,313,41908,2093-12-21,2094-01-04
41909,278,41909,2088-02-15,2088-02-29
41910,69,41910,2046-10-29,2046-10-30
41911,371,41911,2037-05-18,2037-05-21
41912,176,41912,2048-11-16,2048-11-24
41913,432,41913,2041-05-12,2041-05-28
41914,275,41914,2092-12-25,2093-01-10
41915,241,41915,2031-11-30,2031-12-11
41916,305,41916,2079-10-10,2079-10-19
41917,436,41917,2033-05-02,2033-05-21
41918,168,41918,2063-04-13,2063-04-14
41919,413,41919,2098-10-05,2098-10-23
41920,236,41920,2081-04-04,2081-04-22
41921,40,41921,2028-02-02,2028-02-15
41922,102,41922,2070-09-17,2070-09-30
41923,447,41923,2099-12-13,2099-12-20
41924,46,41924,2059-02-02,2059-02-13
41925,414,41925,2022-09-24,2022-09-27
41926,398,41926,2039-07-28,2039-08-09
41927,159,41927,2026-06-02,2026-06-07
41928,17,41928,2077-06-10,2077-06-15
41929,183,41929,2079-08-05,2079-08-17
41930,380,41930,2053-02-06,2053-02-12
41931,209,41931,2061-07-07,2061-07-21
41932,190,41932,2026-03-31,2026-04-16
41933,237,41933,2031-06-12,2031-06-24
41934,396,41934,2043-08-04,2043-08-19
41935,424,41935,2026-03-18,2026-04-05
41936,311,41936,2071-08-03,2071-08-13
41937,47,41937,2034-06-19,2034-06-21
41938,164,41938,2080-12-21,2080-12-30
41939,261,41939,2029-09-28,2029-10-16
41940,180,41940,2067-10-04,2067-10-15
41941,220,41941,2093-08-20,2093-08-22
41942,13,41942,2051-02-21,2051-03-06
41943,95,41943,2092-01-23,2092-01-25
41944,2,41944,2044-06-26,2044-06-30
41945,183,41945,2099-06-17,2099-06-19
41946,181,41946,2097-07-03,2097-07-19
41947,375,41947,2068-06-23,2068-06-27
41948,389,41948,2086-10-24,2086-11-02
41949,170,41949,2034-12-09,2034-12-23
41950,200,41950,2070-02-10,2070-02-24
41951,406,41951,2020-12-06,2020-12-06
41952,18,41952,2067-03-24,2067-04-01
41953,40,41953,2085-09-23,2085-10-09
41954,203,41954,2042-10-01,2042-10-19
41955,71,41955,2054-12-20,2055-01-08
41956,161,41956,2028-03-17,2028-04-02
41957,236,41957,2057-04-12,2057-04-29
41958,215,41958,2078-09-18,2078-10-04
41959,150,41959,2086-04-16,2086-04-20
41960,277,41960,2033-09-25,2033-10-02
41961,221,41961,2094-04-29,2094-05-17
41962,182,41962,2047-10-11,2047-10-14
41963,405,41963,2031-10-10,2031-10-15
41964,419,41964,2089-06-06,2089-06-11
41965,331,41965,2056-06-01,2056-06-18
41966,449,41966,2045-11-21,2045-11-29
41967,54,41967,2078-05-07,2078-05-15
41968,73,41968,2092-10-26,2092-11-03
41969,45,41969,2090-09-27,2090-10-16
41970,196,41970,2090-11-03,2090-11-19
41971,289,41971,2056-09-21,2056-09-22
41972,105,41972,2099-02-13,2099-02-22
41973,317,41973,2058-11-24,2058-12-08
41974,119,41974,2097-09-09,2097-09-17
41975,265,41975,2033-03-08,2033-03-08
41976,206,41976,2076-03-10,2076-03-21
41977,353,41977,2045-12-03,2045-12-03
41978,328,41978,2086-10-31,2086-11-15
41979,25,41979,2050-11-21,2050-12-06
41980,337,41980,2041-11-10,2041-11-12
41981,94,41981,2098-06-01,2098-06-10
41982,88,41982,2083-05-26,2083-06-11
41983,224,41983,2034-12-30,2035-01-14
41984,324,41984,2073-07-22,2073-08-02
41985,386,41985,2073-04-12,2073-04-19
41986,6,41986,2081-03-30,2081-03-30
41987,126,41987,2044-08-02,2044-08-14
41988,75,41988,2032-08-09,2032-08-21
41989,117,41989,2095-12-20,2096-01-05
41990,341,41990,2094-09-29,2094-10-11
41991,33,41991,2035-11-26,2035-12-12
41992,281,41992,2047-12-20,2047-12-28
41993,353,41993,2066-01-15,2066-01-21
41994,209,41994,2064-09-13,2064-09-15
41995,259,41995,2073-07-06,2073-07-23
41996,336,41996,2042-05-15,2042-06-01
41997,303,41997,2047-12-24,2047-12-27
41998,360,41998,2046-07-09,2046-07-09
41999,274,41999,2089-06-19,2089-06-27
42000,372,42000,2090-12-17,2090-12-22
42001,398,42001,2062-04-14,2062-04-16
42002,122,42002,2025-02-04,2025-02-06
42003,425,42003,2099-09-09,2099-09-21
42004,365,42004,2028-08-07,2028-08-11
42005,95,42005,2043-05-05,2043-05-15
42006,20,42006,2044-12-24,2045-01-04
42007,442,42007,2071-01-15,2071-01-30
42008,109,42008,2064-02-20,2064-02-24
42009,93,42009,2024-04-14,2024-04-16
42010,56,42010,2056-04-02,2056-04-10
42011,260,42011,2078-12-30,2079-01-07
42012,102,42012,2020-01-23,2020-02-07
42013,423,42013,2079-11-17,2079-11-23
42014,243,42014,2056-06-10,2056-06-25
42015,390,42015,2058-05-23,2058-06-09
42016,338,42016,2072-07-23,2072-07-23
42017,403,42017,2041-11-08,2041-11-19
42018,31,42018,2075-07-01,2075-07-13
42019,252,42019,2093-03-30,2093-04-12
42020,326,42020,2084-03-09,2084-03-17
42021,93,42021,2064-02-17,2064-03-03
42022,324,42022,2020-05-16,2020-05-20
42023,29,42023,2066-12-23,2066-12-31
42024,190,42024,2058-09-27,2058-09-29
42025,195,42025,2057-07-20,2057-08-03
42026,290,42026,2060-04-11,2060-04-17
42027,168,42027,2056-02-23,2056-03-12
42028,96,42028,2085-12-25,2085-12-28
42029,46,42029,2021-03-01,2021-03-18
42030,381,42030,2034-12-10,2034-12-20
42031,316,42031,2036-11-01,2036-11-01
42032,78,42032,2069-09-25,2069-09-28
42033,33,42033,2069-03-12,2069-03-16
42034,352,42034,2087-09-14,2087-09-23
42035,66,42035,2035-02-16,2035-03-03
42036,343,42036,2065-10-31,2065-11-08
42037,26,42037,2097-04-07,2097-04-16
42038,177,42038,2080-04-03,2080-04-06
42039,322,42039,2092-07-27,2092-08-03
42040,47,42040,2019-12-14,2019-12-21
42041,248,42041,2060-12-20,2060-12-27
42042,351,42042,2036-05-30,2036-06-07
42043,106,42043,2030-09-09,2030-09-23
42044,127,42044,2096-08-27,2096-09-11
42045,395,42045,2037-11-21,2037-11-21
42046,177,42046,2096-12-03,2096-12-05
42047,230,42047,2038-10-29,2038-11-01
42048,383,42048,2065-02-17,2065-02-19
42049,230,42049,2026-04-19,2026-05-02
42050,389,42050,2071-08-15,2071-08-27
42051,39,42051,2074-06-28,2074-06-28
42052,77,42052,2041-07-22,2041-07-25
42053,281,42053,2052-06-12,2052-06-29
42054,7,42054,2098-03-11,2098-03-12
42055,300,42055,2037-05-25,2037-05-27
42056,151,42056,2097-06-04,2097-06-09
42057,174,42057,2093-11-18,2093-11-25
42058,378,42058,2083-03-25,2083-04-08
42059,197,42059,2026-11-08,2026-11-19
42060,180,42060,2059-04-29,2059-05-12
42061,258,42061,2039-11-05,2039-11-22
42062,114,42062,2061-11-26,2061-11-27
42063,126,42063,2069-01-16,2069-01-31
42064,335,42064,2098-10-27,2098-11-05
42065,69,42065,2084-10-22,2084-11-06
42066,442,42066,2060-11-13,2060-11-23
42067,87,42067,2062-12-02,2062-12-14
42068,268,42068,2079-01-21,2079-01-30
42069,57,42069,2071-06-01,2071-06-04
42070,303,42070,2031-05-19,2031-05-19
42071,217,42071,2047-11-04,2047-11-09
42072,46,42072,2034-08-29,2034-09-17
42073,189,42073,2095-07-11,2095-07-14
42074,195,42074,2055-07-03,2055-07-16
42075,291,42075,2038-07-15,2038-07-19
42076,223,42076,2040-07-13,2040-07-19
42077,245,42077,2088-12-29,2089-01-12
42078,167,42078,2085-06-17,2085-06-30
42079,321,42079,2041-09-07,2041-09-08
42080,358,42080,2030-12-28,2031-01-15
42081,2,42081,2083-05-15,2083-05-16
42082,364,42082,2044-01-11,2044-01-26
42083,126,42083,2095-04-16,2095-04-16
42084,340,42084,2053-06-11,2053-06-23
42085,392,42085,2063-07-11,2063-07-12
42086,33,42086,2066-07-27,2066-08-03
42087,381,42087,2062-02-23,2062-02-24
42088,77,42088,2050-08-15,2050-08-20
42089,374,42089,2045-04-24,2045-05-01
42090,148,42090,2027-02-13,2027-02-24
42091,21,42091,2030-03-17,2030-03-30
42092,385,42092,2075-05-10,2075-05-16
42093,32,42093,2023-07-01,2023-07-07
42094,449,42094,2031-08-22,2031-09-08
42095,89,42095,2076-11-05,2076-11-13
42096,12,42096,2044-06-05,2044-06-14
42097,41,42097,2055-11-25,2055-12-01
42098,220,42098,2066-10-11,2066-10-28
42099,13,42099,2059-05-23,2059-05-31
42100,102,42100,2092-01-13,2092-01-24
42101,200,42101,2030-02-06,2030-02-13
42102,50,42102,2035-11-11,2035-11-11
42103,62,42103,2084-06-13,2084-06-16
42104,164,42104,2089-06-19,2089-06-25
42105,345,42105,2059-08-25,2059-08-30
42106,354,42106,2050-06-01,2050-06-04
42107,148,42107,2028-10-18,2028-10-27
42108,100,42108,2051-11-10,2051-11-14
42109,308,42109,2042-05-12,2042-05-16
42110,224,42110,2032-05-11,2032-05-17
42111,293,42111,2063-11-08,2063-11-24
42112,264,42112,2064-05-08,2064-05-27
42113,12,42113,2089-10-07,2089-10-20
42114,212,42114,2098-02-06,2098-02-15
42115,12,42115,2051-08-21,2051-09-06
42116,334,42116,2034-01-02,2034-01-06
42117,300,42117,2057-05-03,2057-05-09
42118,228,42118,2023-03-26,2023-03-29
42119,435,42119,2073-09-19,2073-10-05
42120,292,42120,2072-10-21,2072-10-29
42121,48,42121,2061-08-28,2061-09-01
42122,304,42122,2039-09-19,2039-10-04
42123,59,42123,2059-09-20,2059-10-05
42124,314,42124,2057-01-12,2057-01-20
42125,324,42125,2041-05-30,2041-06-14
42126,204,42126,2025-04-09,2025-04-28
42127,287,42127,2069-08-02,2069-08-21
42128,368,42128,2040-10-05,2040-10-21
42129,266,42129,2045-05-30,2045-06-01
42130,317,42130,2097-02-11,2097-02-13
42131,380,42131,2098-12-09,2098-12-16
42132,227,42132,2021-01-10,2021-01-15
42133,226,42133,2027-12-08,2027-12-10
42134,173,42134,2029-04-20,2029-05-08
42135,409,42135,2056-12-11,2056-12-23
42136,181,42136,2061-12-26,2062-01-14
42137,181,42137,2094-12-02,2094-12-12
42138,323,42138,2044-04-09,2044-04-22
42139,371,42139,2086-05-15,2086-06-01
42140,345,42140,2035-05-17,2035-05-28
42141,39,42141,2068-12-01,2068-12-03
42142,81,42142,2042-09-27,2042-10-03
42143,162,42143,2068-07-30,2068-08-09
42144,111,42144,2059-04-02,2059-04-10
42145,33,42145,2076-07-01,2076-07-11
42146,253,42146,2056-01-13,2056-01-20
42147,191,42147,2084-02-03,2084-02-14
42148,106,42148,2048-07-09,2048-07-16
42149,175,42149,2045-08-18,2045-08-27
42150,432,42150,2061-02-04,2061-02-19
42151,284,42151,2039-08-06,2039-08-17
42152,126,42152,2087-12-05,2087-12-09
42153,421,42153,2032-12-26,2032-12-26
42154,374,42154,2056-03-17,2056-03-21
42155,438,42155,2034-02-17,2034-03-05
42156,135,42156,2081-02-16,2081-02-21
42157,334,42157,2076-03-09,2076-03-09
42158,19,42158,2045-12-25,2045-12-27
42159,318,42159,2045-06-28,2045-07-16
42160,34,42160,2068-02-06,2068-02-10
42161,155,42161,2080-07-06,2080-07-22
42162,210,42162,2028-03-22,2028-04-02
42163,143,42163,2027-04-15,2027-04-15
42164,190,42164,2068-01-16,2068-01-27
42165,334,42165,2057-03-25,2057-04-12
42166,98,42166,2088-02-01,2088-02-17
42167,139,42167,2035-11-16,2035-11-30
42168,58,42168,2063-10-23,2063-11-02
42169,101,42169,2076-01-01,2076-01-18
42170,57,42170,2034-01-26,2034-02-14
42171,111,42171,2054-09-30,2054-10-05
42172,374,42172,2099-08-28,2099-09-03
42173,84,42173,2088-04-01,2088-04-14
42174,102,42174,2054-04-21,2054-05-02
42175,446,42175,2095-07-13,2095-07-21
42176,131,42176,2092-03-18,2092-03-28
42177,33,42177,2025-02-03,2025-02-22
42178,155,42178,2088-01-19,2088-01-21
42179,170,42179,2029-06-09,2029-06-22
42180,180,42180,2062-10-23,2062-11-10
42181,2,42181,2035-02-24,2035-03-02
42182,340,42182,2075-08-30,2075-09-18
42183,259,42183,2091-08-15,2091-08-23
42184,259,42184,2066-08-21,2066-09-04
42185,37,42185,2081-03-08,2081-03-18
42186,324,42186,2063-09-25,2063-09-29
42187,257,42187,2045-04-29,2045-05-18
42188,250,42188,2049-06-09,2049-06-17
42189,154,42189,2070-04-07,2070-04-07
42190,20,42190,2057-05-23,2057-06-04
42191,15,42191,2080-01-27,2080-02-11
42192,308,42192,2063-07-13,2063-08-01
42193,75,42193,2064-06-03,2064-06-06
42194,254,42194,2067-05-23,2067-05-26
42195,147,42195,2061-07-02,2061-07-18
42196,216,42196,2080-06-09,2080-06-25
42197,152,42197,2031-06-08,2031-06-14
42198,376,42198,2073-10-27,2073-10-28
42199,71,42199,2047-01-05,2047-01-07
42200,218,42200,2042-01-19,2042-01-21
42201,388,42201,2074-09-08,2074-09-09
42202,30,42202,2039-10-17,2039-10-30
42203,368,42203,2087-01-02,2087-01-17
42204,431,42204,2093-07-06,2093-07-18
42205,200,42205,2051-02-01,2051-02-14
42206,122,42206,2051-03-02,2051-03-08
42207,265,42207,2088-09-22,2088-10-06
42208,182,42208,2043-03-13,2043-03-18
42209,125,42209,2032-12-30,2033-01-08
42210,145,42210,2077-04-04,2077-04-05
42211,400,42211,2039-10-01,2039-10-03
42212,384,42212,2093-09-23,2093-10-02
42213,223,42213,2088-06-29,2088-07-01
42214,422,42214,2019-05-19,2019-06-07
42215,112,42215,2025-04-18,2025-04-18
42216,30,42216,2027-11-16,2027-12-04
42217,93,42217,2045-12-05,2045-12-13
42218,390,42218,2035-10-23,2035-10-24
42219,178,42219,2086-03-27,2086-03-27
42220,193,42220,2063-05-30,2063-06-13
42221,316,42221,2030-04-03,2030-04-16
42222,22,42222,2064-12-08,2064-12-11
42223,83,42223,2031-03-29,2031-04-02
42224,50,42224,2080-11-05,2080-11-09
42225,28,42225,2091-06-01,2091-06-14
42226,133,42226,2060-08-24,2060-09-07
42227,161,42227,2073-02-24,2073-03-08
42228,94,42228,2036-04-23,2036-05-10
42229,429,42229,2087-12-19,2087-12-26
42230,103,42230,2088-02-07,2088-02-22
42231,259,42231,2052-01-22,2052-01-30
42232,119,42232,2098-09-18,2098-09-27
42233,240,42233,2029-01-07,2029-01-18
42234,315,42234,2099-11-21,2099-11-21
42235,10,42235,2083-06-07,2083-06-23
42236,373,42236,2032-05-08,2032-05-14
42237,379,42237,2020-04-14,2020-04-15
42238,206,42238,2047-10-21,2047-11-02
42239,155,42239,2086-09-24,2086-09-27
42240,412,42240,2031-12-07,2031-12-13
42241,24,42241,2049-03-12,2049-03-17
42242,368,42242,2031-07-08,2031-07-25
42243,402,42243,2031-12-07,2031-12-17
42244,30,42244,2075-07-19,2075-08-07
42245,265,42245,2060-07-10,2060-07-29
42246,203,42246,2092-02-16,2092-02-16
42247,84,42247,2019-09-27,2019-10-08
42248,380,42248,2023-04-27,2023-05-12
42249,297,42249,2044-07-28,2044-08-03
42250,420,42250,2078-05-14,2078-05-27
42251,347,42251,2084-11-04,2084-11-20
42252,186,42252,2071-02-25,2071-03-10
42253,442,42253,2030-05-04,2030-05-12
42254,160,42254,2024-08-13,2024-08-16
42255,41,42255,2048-01-14,2048-01-15
42256,387,42256,2042-01-31,2042-02-04
42257,417,42257,2026-08-19,2026-09-06
42258,400,42258,2069-02-03,2069-02-18
42259,187,42259,2053-10-10,2053-10-16
42260,250,42260,2099-12-01,2099-12-19
42261,357,42261,2036-07-05,2036-07-18
42262,98,42262,2046-04-27,2046-05-09
42263,368,42263,2066-10-16,2066-11-02
42264,152,42264,2068-09-24,2068-10-05
42265,185,42265,2084-11-18,2084-11-28
42266,322,42266,2062-12-02,2062-12-18
42267,401,42267,2073-01-08,2073-01-27
42268,369,42268,2020-12-15,2021-01-02
42269,201,42269,2022-05-19,2022-06-06
42270,118,42270,2075-07-08,2075-07-18
42271,56,42271,2093-01-01,2093-01-16
42272,160,42272,2070-05-16,2070-05-26
42273,386,42273,2066-12-07,2066-12-08
42274,29,42274,2034-07-29,2034-08-15
42275,216,42275,2019-07-04,2019-07-15
42276,338,42276,2065-02-12,2065-02-21
42277,86,42277,2030-05-13,2030-05-18
42278,24,42278,2098-05-19,2098-05-25
42279,9,42279,2087-01-09,2087-01-28
42280,54,42280,2076-12-27,2077-01-05
42281,377,42281,2058-10-13,2058-10-26
42282,130,42282,2056-11-15,2056-12-02
42283,221,42283,2082-05-27,2082-06-04
42284,420,42284,2049-07-07,2049-07-11
42285,196,42285,2079-10-27,2079-10-30
42286,308,42286,2092-09-04,2092-09-11
42287,122,42287,2098-08-27,2098-09-07
42288,236,42288,2047-02-19,2047-03-05
42289,411,42289,2031-05-04,2031-05-17
42290,38,42290,2082-02-19,2082-03-09
42291,227,42291,2061-11-06,2061-11-25
42292,251,42292,2027-04-04,2027-04-18
42293,358,42293,2060-08-03,2060-08-21
42294,108,42294,2061-08-30,2061-09-06
42295,303,42295,2082-08-07,2082-08-15
42296,65,42296,2033-11-28,2033-12-04
42297,422,42297,2061-08-09,2061-08-18
42298,378,42298,2083-05-19,2083-06-02
42299,323,42299,2067-08-25,2067-08-29
42300,272,42300,2065-07-28,2065-08-02
42301,280,42301,2038-07-16,2038-07-27
42302,212,42302,2033-08-11,2033-08-22
42303,47,42303,2076-09-13,2076-09-13
42304,150,42304,2038-10-19,2038-10-25
42305,334,42305,2080-11-25,2080-11-26
42306,357,42306,2044-10-18,2044-10-19
42307,286,42307,2082-07-21,2082-07-24
42308,374,42308,2082-01-18,2082-01-27
42309,68,42309,2096-07-04,2096-07-21
42310,245,42310,2050-03-09,2050-03-21
42311,384,42311,2052-02-18,2052-02-28
42312,420,42312,2081-02-20,2081-03-06
42313,110,42313,2031-04-21,2031-04-23
42314,242,42314,2071-02-19,2071-02-24
42315,178,42315,2029-06-11,2029-06-21
42316,165,42316,2042-07-09,2042-07-25
42317,327,42317,2069-09-25,2069-10-08
42318,65,42318,2052-08-23,2052-08-23
42319,309,42319,2099-04-17,2099-04-26
42320,78,42320,2085-06-25,2085-07-05
42321,55,42321,2087-09-23,2087-09-23
42322,156,42322,2037-10-13,2037-10-24
42323,349,42323,2029-05-13,2029-05-31
42324,45,42324,2073-09-09,2073-09-15
42325,420,42325,2054-05-30,2054-06-16
42326,7,42326,2084-06-17,2084-07-05
42327,190,42327,2064-05-22,2064-06-08
42328,446,42328,2066-05-15,2066-05-26
42329,321,42329,2088-10-11,2088-10-19
42330,382,42330,2033-01-15,2033-01-21
42331,353,42331,2070-07-10,2070-07-18
42332,85,42332,2056-03-18,2056-04-04
42333,102,42333,2045-01-26,2045-02-14
42334,37,42334,2027-07-06,2027-07-13
42335,20,42335,2020-02-27,2020-03-09
42336,408,42336,2026-10-05,2026-10-19
42337,108,42337,2070-09-08,2070-09-10
42338,159,42338,2024-05-11,2024-05-19
42339,260,42339,2025-12-05,2025-12-08
42340,353,42340,2025-03-23,2025-04-07
42341,431,42341,2078-09-09,2078-09-22
42342,276,42342,2036-12-20,2036-12-21
42343,448,42343,2050-04-05,2050-04-06
42344,287,42344,2028-09-21,2028-10-06
42345,225,42345,2089-07-04,2089-07-15
42346,366,42346,2076-05-09,2076-05-24
42347,32,42347,2042-12-04,2042-12-21
42348,295,42348,2038-12-11,2038-12-13
42349,206,42349,2036-08-06,2036-08-19
42350,315,42350,2048-08-09,2048-08-09
42351,34,42351,2049-08-09,2049-08-23
42352,410,42352,2036-06-29,2036-07-02
42353,434,42353,2099-01-01,2099-01-03
42354,249,42354,2097-07-19,2097-08-01
42355,261,42355,2035-04-19,2035-04-26
42356,370,42356,2050-05-31,2050-06-10
42357,97,42357,2058-03-17,2058-03-21
42358,34,42358,2078-08-27,2078-09-07
42359,129,42359,2032-05-09,2032-05-25
42360,251,42360,2086-03-27,2086-04-11
42361,372,42361,2068-11-17,2068-11-28
42362,3,42362,2052-07-20,2052-08-04
42363,432,42363,2096-08-23,2096-08-26
42364,346,42364,2045-08-06,2045-08-11
42365,397,42365,2055-02-13,2055-03-03
42366,346,42366,2078-09-15,2078-09-21
42367,95,42367,2044-09-19,2044-09-30
42368,234,42368,2021-09-09,2021-09-19
42369,3,42369,2093-03-09,2093-03-20
42370,22,42370,2060-07-29,2060-08-13
42371,52,42371,2039-11-11,2039-11-13
42372,363,42372,2096-12-19,2097-01-02
42373,298,42373,2068-03-28,2068-04-08
42374,334,42374,2023-03-23,2023-04-04
42375,253,42375,2028-11-11,2028-11-14
42376,249,42376,2019-10-08,2019-10-18
42377,351,42377,2077-06-25,2077-07-07
42378,315,42378,2074-11-24,2074-11-29
42379,380,42379,2084-02-10,2084-02-21
42380,399,42380,2087-04-15,2087-04-25
42381,344,42381,2035-08-30,2035-09-02
42382,302,42382,2031-04-16,2031-04-30
42383,345,42383,2049-12-25,2049-12-26
42384,274,42384,2097-10-20,2097-10-25
42385,230,42385,2045-03-23,2045-03-26
42386,229,42386,2043-03-25,2043-04-10
42387,256,42387,2084-02-11,2084-02-26
42388,187,42388,2037-12-25,2038-01-08
42389,387,42389,2030-01-10,2030-01-11
42390,430,42390,2044-02-25,2044-03-12
42391,27,42391,2034-03-09,2034-03-24
42392,411,42392,2076-04-25,2076-05-03
42393,262,42393,2096-03-17,2096-03-25
42394,169,42394,2076-01-03,2076-01-09
42395,229,42395,2050-12-21,2050-12-30
42396,313,42396,2068-09-19,2068-10-07
42397,240,42397,2074-11-27,2074-11-30
42398,365,42398,2067-11-16,2067-11-22
42399,246,42399,2057-03-12,2057-03-27
42400,423,42400,2077-11-14,2077-12-02
42401,199,42401,2047-09-29,2047-10-04
42402,117,42402,2054-09-03,2054-09-06
42403,213,42403,2024-12-22,2024-12-27
42404,137,42404,2041-06-15,2041-06-23
42405,428,42405,2021-10-12,2021-10-18
42406,215,42406,2061-11-16,2061-11-20
42407,212,42407,2069-11-17,2069-11-23
42408,50,42408,2065-06-20,2065-07-05
42409,414,42409,2062-08-07,2062-08-17
42410,53,42410,2099-09-18,2099-10-07
42411,283,42411,2087-01-16,2087-01-30
42412,310,42412,2079-02-27,2079-03-10
42413,416,42413,2034-03-21,2034-03-31
42414,227,42414,2032-08-19,2032-08-29
42415,99,42415,2096-01-29,2096-02-17
42416,220,42416,2080-03-05,2080-03-24
42417,17,42417,2054-01-01,2054-01-06
42418,198,42418,2031-11-19,2031-12-04
42419,249,42419,2096-02-25,2096-03-14
42420,223,42420,2056-09-30,2056-10-02
42421,277,42421,2029-09-20,2029-10-03
42422,382,42422,2033-03-18,2033-03-28
42423,326,42423,2061-01-22,2061-02-10
42424,17,42424,2097-11-19,2097-11-28
42425,126,42425,2044-03-19,2044-03-22
42426,289,42426,2076-11-29,2076-11-30
42427,20,42427,2083-08-17,2083-09-03
42428,378,42428,2043-10-28,2043-11-13
42429,13,42429,2098-11-08,2098-11-18
42430,97,42430,2042-09-02,2042-09-20
42431,296,42431,2075-10-12,2075-10-17
42432,395,42432,2091-10-16,2091-11-03
42433,446,42433,2081-07-11,2081-07-18
42434,52,42434,2035-04-14,2035-04-18
42435,148,42435,2032-05-23,2032-06-04
42436,75,42436,2058-12-15,2058-12-25
42437,382,42437,2044-06-11,2044-06-28
42438,299,42438,2021-03-29,2021-04-02
42439,398,42439,2092-12-15,2092-12-26
42440,151,42440,2094-10-03,2094-10-11
42441,101,42441,2085-11-28,2085-11-28
42442,189,42442,2024-06-26,2024-07-10
42443,47,42443,2020-11-07,2020-11-17
42444,207,42444,2049-06-06,2049-06-18
42445,22,42445,2089-12-30,2090-01-18
42446,202,42446,2021-01-27,2021-02-13
42447,129,42447,2069-01-26,2069-02-09
42448,349,42448,2073-05-24,2073-06-07
42449,315,42449,2039-04-05,2039-04-20
42450,189,42450,2041-07-04,2041-07-15
42451,193,42451,2035-05-06,2035-05-18
42452,411,42452,2088-07-26,2088-07-29
42453,328,42453,2056-12-13,2056-12-28
42454,275,42454,2054-08-01,2054-08-15
42455,29,42455,2040-09-21,2040-09-24
42456,385,42456,2069-11-13,2069-11-26
42457,146,42457,2051-12-09,2051-12-21
42458,220,42458,2073-05-02,2073-05-06
42459,283,42459,2076-09-24,2076-10-04
42460,445,42460,2033-11-03,2033-11-19
42461,96,42461,2061-12-04,2061-12-18
42462,178,42462,2021-06-06,2021-06-25
42463,191,42463,2034-06-25,2034-07-01
42464,115,42464,2075-06-28,2075-07-16
42465,358,42465,2087-09-17,2087-10-04
42466,229,42466,2097-05-19,2097-05-23
42467,437,42467,2025-02-11,2025-02-26
42468,338,42468,2033-03-17,2033-03-28
42469,223,42469,2089-02-15,2089-02-25
42470,193,42470,2033-11-08,2033-11-10
42471,300,42471,2070-12-25,2071-01-06
42472,342,42472,2061-02-02,2061-02-03
42473,187,42473,2057-07-02,2057-07-10
42474,346,42474,2048-04-19,2048-04-19
42475,287,42475,2079-07-16,2079-08-01
42476,177,42476,2070-01-29,2070-02-02
42477,359,42477,2089-07-15,2089-07-17
42478,385,42478,2058-10-21,2058-11-02
42479,398,42479,2030-12-20,2030-12-21
42480,284,42480,2054-11-17,2054-11-17
42481,255,42481,2097-02-15,2097-02-26
42482,188,42482,2085-03-14,2085-03-24
42483,162,42483,2098-05-13,2098-06-01
42484,420,42484,2068-08-31,2068-09-09
42485,207,42485,2050-11-15,2050-11-29
42486,121,42486,2061-06-14,2061-06-25
42487,97,42487,2073-08-24,2073-09-01
42488,423,42488,2077-01-28,2077-02-04
42489,120,42489,2021-07-16,2021-08-01
42490,254,42490,2073-05-11,2073-05-27
42491,215,42491,2057-11-24,2057-12-03
42492,85,42492,2095-07-01,2095-07-02
42493,397,42493,2079-11-13,2079-11-16
42494,389,42494,2084-03-05,2084-03-15
42495,137,42495,2089-06-30,2089-07-17
42496,262,42496,2036-03-23,2036-04-04
42497,261,42497,2028-03-30,2028-04-01
42498,427,42498,2055-04-29,2055-05-02
42499,85,42499,2037-02-28,2037-03-01
42500,135,42500,2060-07-13,2060-07-30
42501,17,42501,2033-06-07,2033-06-21
42502,419,42502,2047-05-13,2047-05-21
42503,317,42503,2092-04-16,2092-04-26
42504,64,42504,2075-04-07,2075-04-11
42505,81,42505,2083-02-16,2083-03-07
42506,180,42506,2088-06-03,2088-06-15
42507,40,42507,2035-11-19,2035-11-24
42508,380,42508,2075-12-18,2075-12-19
42509,10,42509,2035-01-05,2035-01-05
42510,421,42510,2099-02-20,2099-02-26
42511,218,42511,2032-08-31,2032-09-04
42512,302,42512,2085-05-19,2085-06-03
42513,256,42513,2037-08-19,2037-08-26
