restid,nombre_restaurant,direccion,telefono,descripcion_restaurant,rid,pid,nombre_plato,descripcion,precio
65,Chávez S.C.,Continuación Liberia 353 Interior 565,+56995213872,Autem dolorem minima voluptate saepe sit unde. Cumque aliquam enim laboriosam cum unde.,13,650,Tallarines cuatro quesos,Numquam velit eligendi rem neque. Dolorum doloremque alias ab aliquam cum quam.,22139.58
65,Chávez S.C.,Continuación Liberia 353 Interior 565,+56995213872,Autem dolorem minima voluptate saepe sit unde. Cumque aliquam enim laboriosam cum unde.,13,651,Mafaldine a la livornese,Voluptatum minus iusto. Incidunt deleniti fugit culpa facere in. Provident tenetur fuga deserunt.,5121.56
65,Chávez S.C.,Continuación Liberia 353 Interior 565,+56995213872,Autem dolorem minima voluptate saepe sit unde. Cumque aliquam enim laboriosam cum unde.,13,652,Ensalada de pollo con anacardos,Recusandae eveniet nostrum quia laudantium voluptates. Quo dolorum ipsum quis magni molestias. Id animi voluptatem debitis.,6266.58
65,Chávez S.C.,Continuación Liberia 353 Interior 565,+56995213872,Autem dolorem minima voluptate saepe sit unde. Cumque aliquam enim laboriosam cum unde.,13,653,Albóndigas,Vitae in est est hic. Non praesentium delectus esse doloribus quia dolorum.,13577.9
65,Chávez S.C.,Continuación Liberia 353 Interior 565,+56995213872,Autem dolorem minima voluptate saepe sit unde. Cumque aliquam enim laboriosam cum unde.,13,654,Ensalada de lentejas a la menta,Adipisci perspiciatis hic excepturi nisi aut. Totam nostrum harum repellendus. Fugiat sequi minima ducimus. Similique architecto recusandae quasi tenetur dolores modi.,4323.18
65,Chávez S.C.,Continuación Liberia 353 Interior 565,+56995213872,Autem dolorem minima voluptate saepe sit unde. Cumque aliquam enim laboriosam cum unde.,13,655,Dorada a la sal.,Dignissimos natus impedit pariatur quos harum. Odit neque consectetur omnis quibusdam modi esse nisi. Quisquam eaque exercitationem quam iusto labore quaerat.,6710.64
65,Chávez S.C.,Continuación Liberia 353 Interior 565,+56995213872,Autem dolorem minima voluptate saepe sit unde. Cumque aliquam enim laboriosam cum unde.,13,656,Carpachio de champiñones con vinagreta caliente de jamón,Veniam ipsum ipsum blanditiis maxime iure nisi. Facilis explicabo unde. Corrupti totam vero molestiae.,4773.77
65,Chávez S.C.,Continuación Liberia 353 Interior 565,+56995213872,Autem dolorem minima voluptate saepe sit unde. Cumque aliquam enim laboriosam cum unde.,13,657,Berenjenas rellenas de verduras,Mollitia necessitatibus error debitis accusantium ipsam. Aspernatur beatae totam ex. Vitae explicabo at aliquam recusandae illo ipsa reiciendis.,4936.42
65,Chávez S.C.,Continuación Liberia 353 Interior 565,+56995213872,Autem dolorem minima voluptate saepe sit unde. Cumque aliquam enim laboriosam cum unde.,13,658,Atún a la plancha,Tempore laboriosam eaque rerum pariatur. Esse optio reiciendis animi voluptate ipsa. Vel placeat beatae adipisci. Accusamus consequuntur rem vero quia.,4655.99
65,Chávez S.C.,Continuación Liberia 353 Interior 565,+56995213872,Autem dolorem minima voluptate saepe sit unde. Cumque aliquam enim laboriosam cum unde.,13,659,Ensalada de garbanzos a la naranja,Nesciunt ipsa sequi facere sunt tempora. Mollitia necessitatibus vel minima dolorem eveniet. Error placeat sed quisquam.,14478.21
66,Industrias Almonte y Regalado,Pasaje Chihuahua 377 499,+56987307355,Sequi tenetur quos modi tenetur. Facere officiis porro architecto error.,13,660,Filetes pollo a la plancha,Neque harum accusantium tempora nobis maxime. Accusamus impedit odit. A nulla debitis nisi expedita tempore nulla.,9838.19
66,Industrias Almonte y Regalado,Pasaje Chihuahua 377 499,+56987307355,Sequi tenetur quos modi tenetur. Facere officiis porro architecto error.,13,661,Requetés,Similique cumque neque facere amet. Doloribus velit placeat iure cupiditate eum. Error odio tempore.,18637.37
66,Industrias Almonte y Regalado,Pasaje Chihuahua 377 499,+56987307355,Sequi tenetur quos modi tenetur. Facere officiis porro architecto error.,13,662,Spaghetti con pesto a la siciliana y piñones,Natus adipisci incidunt dolor necessitatibus ducimus. Dolores modi saepe perspiciatis alias facere.,5228.77
66,Industrias Almonte y Regalado,Pasaje Chihuahua 377 499,+56987307355,Sequi tenetur quos modi tenetur. Facere officiis porro architecto error.,13,663,Spaguetti con salmón,Distinctio aspernatur incidunt sapiente fugit corporis. Eaque repellat dicta repellat fugiat expedita nostrum. Expedita nostrum beatae atque consequuntur consequuntur maxime nisi. Rem sed minus eum id omnis est.,8947.38
66,Industrias Almonte y Regalado,Pasaje Chihuahua 377 499,+56987307355,Sequi tenetur quos modi tenetur. Facere officiis porro architecto error.,13,664,Solomillo al hojaldre,Exercitationem atque consequuntur dolore. Quas nisi reprehenderit amet occaecati totam. Laudantium ut reiciendis laboriosam a ipsum.,21137.02
66,Industrias Almonte y Regalado,Pasaje Chihuahua 377 499,+56987307355,Sequi tenetur quos modi tenetur. Facere officiis porro architecto error.,13,665,Ensalada de arroz salvaje,Exercitationem porro corrupti veniam tenetur qui dolores. Repudiandae quam atque nulla quasi suscipit minus. Nisi necessitatibus temporibus eius perferendis in voluptates.,11124.67
66,Industrias Almonte y Regalado,Pasaje Chihuahua 377 499,+56987307355,Sequi tenetur quos modi tenetur. Facere officiis porro architecto error.,13,666,Esqueixada,Voluptas aliquam nam necessitatibus ratione modi odit. Repellendus porro placeat repellat eum.,7952.69
66,Industrias Almonte y Regalado,Pasaje Chihuahua 377 499,+56987307355,Sequi tenetur quos modi tenetur. Facere officiis porro architecto error.,13,667,Ensalada de pollo con anacardos,Maiores est quidem perferendis. Dolor quisquam quam. Molestias quasi soluta maiores placeat recusandae.,21542.91
66,Industrias Almonte y Regalado,Pasaje Chihuahua 377 499,+56987307355,Sequi tenetur quos modi tenetur. Facere officiis porro architecto error.,13,668,Cuscús mediterráneo de Julius,Voluptate sed repudiandae dignissimos dicta temporibus id. Delectus reiciendis mollitia ipsa blanditiis dolorem.,5238.31
66,Industrias Almonte y Regalado,Pasaje Chihuahua 377 499,+56987307355,Sequi tenetur quos modi tenetur. Facere officiis porro architecto error.,13,669,Ensalada de champiñón y calabacín,Ab ducimus sed cumque soluta quos. Sit exercitationem velit optio cumque ipsa. Incidunt unde enim repellat quibusdam suscipit atque.,8771.12
67,Castillo-Correa e Hijos,Prolongación Díaz 494 Interior 491,+56930266127,Dolorum reiciendis perferendis vel. Amet minus commodi quaerat officiis. Ea dolorum facilis. Consequuntur possimus dolor magnam animi molestiae.,13,670,Pollo frito,Nobis laudantium dolor veniam placeat illo nobis. Corrupti accusamus molestiae.,4306.07
67,Castillo-Correa e Hijos,Prolongación Díaz 494 Interior 491,+56930266127,Dolorum reiciendis perferendis vel. Amet minus commodi quaerat officiis. Ea dolorum facilis. Consequuntur possimus dolor magnam animi molestiae.,13,671,Bonito a la vasca,Placeat quasi a corporis. Tempore officiis dolore occaecati aut. Quae id debitis tempora.,5977.36
67,Castillo-Correa e Hijos,Prolongación Díaz 494 Interior 491,+56930266127,Dolorum reiciendis perferendis vel. Amet minus commodi quaerat officiis. Ea dolorum facilis. Consequuntur possimus dolor magnam animi molestiae.,13,672,Besugo Vitoria,Sed animi doloribus ducimus laudantium totam nemo. Atque adipisci fugiat cumque corrupti magni molestiae quas.,19036.1
67,Castillo-Correa e Hijos,Prolongación Díaz 494 Interior 491,+56930266127,Dolorum reiciendis perferendis vel. Amet minus commodi quaerat officiis. Ea dolorum facilis. Consequuntur possimus dolor magnam animi molestiae.,13,673,Spaguetti con salmón,Laudantium voluptate sed fugiat voluptatem. Voluptatum voluptate saepe at.,16538.81
67,Castillo-Correa e Hijos,Prolongación Díaz 494 Interior 491,+56930266127,Dolorum reiciendis perferendis vel. Amet minus commodi quaerat officiis. Ea dolorum facilis. Consequuntur possimus dolor magnam animi molestiae.,13,674,Bacalao ajoarriero,Aut similique natus ex soluta. Quaerat voluptatem dignissimos.,4729.28
67,Castillo-Correa e Hijos,Prolongación Díaz 494 Interior 491,+56930266127,Dolorum reiciendis perferendis vel. Amet minus commodi quaerat officiis. Ea dolorum facilis. Consequuntur possimus dolor magnam animi molestiae.,13,675,Brócoli con jamón y bacon,Odit facilis maxime error non iure. Neque odit ipsum ea quibusdam doloribus error. Pariatur quaerat fugiat.,18787.01
67,Castillo-Correa e Hijos,Prolongación Díaz 494 Interior 491,+56930266127,Dolorum reiciendis perferendis vel. Amet minus commodi quaerat officiis. Ea dolorum facilis. Consequuntur possimus dolor magnam animi molestiae.,13,676,Ensalada de garbanzos a la naranja,Excepturi facere assumenda temporibus soluta. Saepe eius maxime sint quam. Sequi beatae ipsam fugit animi.,9300.11
67,Castillo-Correa e Hijos,Prolongación Díaz 494 Interior 491,+56930266127,Dolorum reiciendis perferendis vel. Amet minus commodi quaerat officiis. Ea dolorum facilis. Consequuntur possimus dolor magnam animi molestiae.,13,677,Salteado de pollo oriental,Necessitatibus quia ducimus. Quasi sapiente incidunt quo consectetur nostrum.,6603.51
67,Castillo-Correa e Hijos,Prolongación Díaz 494 Interior 491,+56930266127,Dolorum reiciendis perferendis vel. Amet minus commodi quaerat officiis. Ea dolorum facilis. Consequuntur possimus dolor magnam animi molestiae.,13,678,Ensalada tibia de judías verdes con vinagreta de tomate,Vero odit voluptate. Quos aspernatur earum fuga. Exercitationem deserunt voluptatibus incidunt.,9431.8
67,Castillo-Correa e Hijos,Prolongación Díaz 494 Interior 491,+56930266127,Dolorum reiciendis perferendis vel. Amet minus commodi quaerat officiis. Ea dolorum facilis. Consequuntur possimus dolor magnam animi molestiae.,13,679,Dorada al horno,Magnam eaque neque amet omnis voluptatibus nobis corrupti. Deserunt impedit ducimus tempore saepe quasi incidunt.,8977.0
68,Sierra S.A.,Andador Tlaxcala 096 Interior 493,+56908829282,Quae suscipit eius ea doloremque natus. Nesciunt illo laudantium occaecati. Expedita labore neque temporibus.,13,680,Macarrones integrales al pesto con jamón ibérico y nueces,Dolore nam suscipit laudantium. Facere ipsa natus nemo. Magni officiis veniam reiciendis amet. Expedita nobis ullam officiis voluptatem dolorum ad.,19931.76
68,Sierra S.A.,Andador Tlaxcala 096 Interior 493,+56908829282,Quae suscipit eius ea doloremque natus. Nesciunt illo laudantium occaecati. Expedita labore neque temporibus.,13,681,Sanjacobo,Tempora expedita animi eaque. Dolores id consectetur illo nihil.,12696.04
68,Sierra S.A.,Andador Tlaxcala 096 Interior 493,+56908829282,Quae suscipit eius ea doloremque natus. Nesciunt illo laudantium occaecati. Expedita labore neque temporibus.,13,682,Ensalada de pollo con anacardos,Ullam consequuntur eum numquam quisquam commodi. Deserunt autem voluptatem doloremque. Quos vel labore odio.,13067.35
68,Sierra S.A.,Andador Tlaxcala 096 Interior 493,+56908829282,Quae suscipit eius ea doloremque natus. Nesciunt illo laudantium occaecati. Expedita labore neque temporibus.,13,683,Judías con chorizo,Quaerat enim dolor nihil reiciendis. Sint harum tenetur eos repellat in nisi. Quae vero voluptate ratione veritatis reprehenderit quod.,18593.49
68,Sierra S.A.,Andador Tlaxcala 096 Interior 493,+56908829282,Quae suscipit eius ea doloremque natus. Nesciunt illo laudantium occaecati. Expedita labore neque temporibus.,13,684,Ensalada de garbanzos con comino,Quae assumenda quod id aut. Hic doloribus perferendis eum eum vitae pariatur harum. Totam perferendis unde vero labore.,2161.09
68,Sierra S.A.,Andador Tlaxcala 096 Interior 493,+56908829282,Quae suscipit eius ea doloremque natus. Nesciunt illo laudantium occaecati. Expedita labore neque temporibus.,13,685,Pollo al ajillo,Corrupti placeat ab ratione corporis harum rerum. Alias itaque minus ea saepe sequi. Aliquid incidunt sint culpa mollitia nesciunt.,24552.36
68,Sierra S.A.,Andador Tlaxcala 096 Interior 493,+56908829282,Quae suscipit eius ea doloremque natus. Nesciunt illo laudantium occaecati. Expedita labore neque temporibus.,13,686,Dorada a la sal.,Perspiciatis voluptatum non temporibus tempore ad ratione aliquid. Ipsa rerum molestias nihil fugiat vitae. Debitis a laudantium eos excepturi eius possimus.,3648.38
68,Sierra S.A.,Andador Tlaxcala 096 Interior 493,+56908829282,Quae suscipit eius ea doloremque natus. Nesciunt illo laudantium occaecati. Expedita labore neque temporibus.,13,687,Cuscús con verduras,Sunt magni iste architecto ducimus temporibus magnam. Sunt nesciunt assumenda quasi exercitationem quaerat.,17858.42
68,Sierra S.A.,Andador Tlaxcala 096 Interior 493,+56908829282,Quae suscipit eius ea doloremque natus. Nesciunt illo laudantium occaecati. Expedita labore neque temporibus.,13,688,Pizza congelator,Voluptas dolore modi quasi aliquam numquam. Adipisci quo ullam a iusto. Quia sint commodi labore accusantium harum.,13239.19
68,Sierra S.A.,Andador Tlaxcala 096 Interior 493,+56908829282,Quae suscipit eius ea doloremque natus. Nesciunt illo laudantium occaecati. Expedita labore neque temporibus.,13,689,Garbanzos con Sanfaina,Enim provident distinctio qui. Quaerat rerum modi repellat.,13818.33
69,Arellano y Cano S.A. de C.V.,Viaducto Jalisco 789 Interior 298,+56975782494,Ipsa atque quae ducimus qui. Error sunt distinctio. Dolor omnis corporis tenetur placeat. Dignissimos optio inventore fuga voluptatem perferendis earum.,13,690,Arroz integral con verduras al curry,Quod quibusdam vero non officiis itaque itaque. Earum nihil mollitia quibusdam voluptatibus qui. Deserunt cumque minima beatae iure.,6015.27
69,Arellano y Cano S.A. de C.V.,Viaducto Jalisco 789 Interior 298,+56975782494,Ipsa atque quae ducimus qui. Error sunt distinctio. Dolor omnis corporis tenetur placeat. Dignissimos optio inventore fuga voluptatem perferendis earum.,13,691,Ensalada de calabacín y pollo,Pariatur architecto quod laboriosam consequuntur. Ipsa molestiae dolor a aut amet. Ullam perspiciatis ullam incidunt nam temporibus. Recusandae non et sint unde.,23446.08
69,Arellano y Cano S.A. de C.V.,Viaducto Jalisco 789 Interior 298,+56975782494,Ipsa atque quae ducimus qui. Error sunt distinctio. Dolor omnis corporis tenetur placeat. Dignissimos optio inventore fuga voluptatem perferendis earum.,13,692,Pollo al ajillo,Amet excepturi inventore. Mollitia voluptas repellendus suscipit.,8922.36
69,Arellano y Cano S.A. de C.V.,Viaducto Jalisco 789 Interior 298,+56975782494,Ipsa atque quae ducimus qui. Error sunt distinctio. Dolor omnis corporis tenetur placeat. Dignissimos optio inventore fuga voluptatem perferendis earum.,13,693,Estofado de ternera a la sidra,Praesentium sed ipsa nisi neque laudantium.,3219.85
69,Arellano y Cano S.A. de C.V.,Viaducto Jalisco 789 Interior 298,+56975782494,Ipsa atque quae ducimus qui. Error sunt distinctio. Dolor omnis corporis tenetur placeat. Dignissimos optio inventore fuga voluptatem perferendis earum.,13,694,Arroz integral con verduras al curry,Similique maiores repellendus ipsam. Perspiciatis ipsum aspernatur ipsum rerum quod quam. Doloremque aperiam provident cum adipisci illo quasi.,8784.96
69,Arellano y Cano S.A. de C.V.,Viaducto Jalisco 789 Interior 298,+56975782494,Ipsa atque quae ducimus qui. Error sunt distinctio. Dolor omnis corporis tenetur placeat. Dignissimos optio inventore fuga voluptatem perferendis earum.,13,695,"Ensalada de tomate, bacalao y queso de cabra",Fugit ipsum corrupti quis libero vitae hic provident. Atque ad est iusto distinctio ullam voluptas. Quos ratione temporibus aspernatur reprehenderit fugit molestiae.,13199.76
69,Arellano y Cano S.A. de C.V.,Viaducto Jalisco 789 Interior 298,+56975782494,Ipsa atque quae ducimus qui. Error sunt distinctio. Dolor omnis corporis tenetur placeat. Dignissimos optio inventore fuga voluptatem perferendis earum.,13,696,Ensalada fritanga,Soluta ut deleniti harum. Harum velit quam laborum.,2160.33
69,Arellano y Cano S.A. de C.V.,Viaducto Jalisco 789 Interior 298,+56975782494,Ipsa atque quae ducimus qui. Error sunt distinctio. Dolor omnis corporis tenetur placeat. Dignissimos optio inventore fuga voluptatem perferendis earum.,13,697,Salmonetes con tomate,Quo quae animi deserunt. Consequatur accusantium modi sed nostrum. Voluptatem totam velit assumenda quasi.,18437.52
69,Arellano y Cano S.A. de C.V.,Viaducto Jalisco 789 Interior 298,+56975782494,Ipsa atque quae ducimus qui. Error sunt distinctio. Dolor omnis corporis tenetur placeat. Dignissimos optio inventore fuga voluptatem perferendis earum.,13,698,Ensalada malagueña,Culpa quia nisi tenetur recusandae facilis architecto eaque. Minus itaque deleniti. Incidunt temporibus in doloremque cupiditate reiciendis explicabo.,8301.46
69,Arellano y Cano S.A. de C.V.,Viaducto Jalisco 789 Interior 298,+56975782494,Ipsa atque quae ducimus qui. Error sunt distinctio. Dolor omnis corporis tenetur placeat. Dignissimos optio inventore fuga voluptatem perferendis earum.,13,699,Alcachofas a la catalana,Exercitationem explicabo corporis inventore optio sit. Ad repellendus quibusdam ex earum eligendi quisquam.,7906.94
70,Rodarte y Sotelo S.A.,Circuito Norte Serrato 746 884,+56973550100,Ullam labore accusantium quis. Eveniet accusantium et quia error nisi omnis voluptatem. Dolor quis reiciendis sit ipsum.,14,700,Ensalada de espinacas en pomelo,Dicta voluptates repellat sapiente odio soluta ea. Occaecati consequatur consectetur rem dolore officia consequatur veritatis. Quo itaque illo ad sit.,15203.86
70,Rodarte y Sotelo S.A.,Circuito Norte Serrato 746 884,+56973550100,Ullam labore accusantium quis. Eveniet accusantium et quia error nisi omnis voluptatem. Dolor quis reiciendis sit ipsum.,14,701,Ensalada de arroz salvaje,Natus itaque dicta commodi fugit. Nesciunt adipisci magni perspiciatis facilis odio.,9662.76
70,Rodarte y Sotelo S.A.,Circuito Norte Serrato 746 884,+56973550100,Ullam labore accusantium quis. Eveniet accusantium et quia error nisi omnis voluptatem. Dolor quis reiciendis sit ipsum.,14,702,Arroz con arrosillo,Nostrum possimus voluptates nihil eius laboriosam in iusto. Alias velit deleniti fugiat doloribus et.,14960.62
70,Rodarte y Sotelo S.A.,Circuito Norte Serrato 746 884,+56973550100,Ullam labore accusantium quis. Eveniet accusantium et quia error nisi omnis voluptatem. Dolor quis reiciendis sit ipsum.,14,703,Arroz integral con verduras al curry,Atque aliquam sequi sed fugit suscipit. Incidunt ratione dolores sunt fuga occaecati veritatis.,19833.62
70,Rodarte y Sotelo S.A.,Circuito Norte Serrato 746 884,+56973550100,Ullam labore accusantium quis. Eveniet accusantium et quia error nisi omnis voluptatem. Dolor quis reiciendis sit ipsum.,14,704,Montaditos de lomo,Unde a consequatur explicabo dolor. Maxime similique repudiandae deleniti. Distinctio cum inventore at nisi.,20026.57
70,Rodarte y Sotelo S.A.,Circuito Norte Serrato 746 884,+56973550100,Ullam labore accusantium quis. Eveniet accusantium et quia error nisi omnis voluptatem. Dolor quis reiciendis sit ipsum.,14,705,Arroz a la cubana,Nulla animi nostrum aliquid. In illo eius officia totam neque laboriosam. Vero a adipisci nesciunt.,19596.63
70,Rodarte y Sotelo S.A.,Circuito Norte Serrato 746 884,+56973550100,Ullam labore accusantium quis. Eveniet accusantium et quia error nisi omnis voluptatem. Dolor quis reiciendis sit ipsum.,14,706,Ensalada de Florinda Chico,Saepe voluptatibus fugit architecto rem labore adipisci. Architecto ducimus velit.,13540.31
70,Rodarte y Sotelo S.A.,Circuito Norte Serrato 746 884,+56973550100,Ullam labore accusantium quis. Eveniet accusantium et quia error nisi omnis voluptatem. Dolor quis reiciendis sit ipsum.,14,707,Dorada al horno,Repellat eos pariatur officiis asperiores id qui.,21531.45
70,Rodarte y Sotelo S.A.,Circuito Norte Serrato 746 884,+56973550100,Ullam labore accusantium quis. Eveniet accusantium et quia error nisi omnis voluptatem. Dolor quis reiciendis sit ipsum.,14,708,Marmitako,Suscipit pariatur corrupti quos doloribus illo. Sed eius nesciunt aliquid id suscipit neque.,4534.05
70,Rodarte y Sotelo S.A.,Circuito Norte Serrato 746 884,+56973550100,Ullam labore accusantium quis. Eveniet accusantium et quia error nisi omnis voluptatem. Dolor quis reiciendis sit ipsum.,14,709,"Ensalada de jamón serrano, uvas y avellanas",Ratione illum voluptatum doloremque debitis quas. Ipsam laborum impedit provident nemo facilis eligendi.,5579.36
71,"Posada, Saucedo y Saldaña",Viaducto Burkina Faso 711 475,+56904169918,Dolorem dolorum eligendi error. Harum reiciendis iste in.,14,710,"Ensalada de espinacas, queso de cabra, piñones, bacon",Consectetur repellendus dolore delectus voluptas optio. Nesciunt aut quaerat minima. Quibusdam deserunt maxime a ex.,6796.49
71,"Posada, Saucedo y Saldaña",Viaducto Burkina Faso 711 475,+56904169918,Dolorem dolorum eligendi error. Harum reiciendis iste in.,14,711,"Ensalada de higos, queso de cabra y nueces con vinagreta de melaza",Nihil dicta veniam sunt porro. Veritatis voluptatibus debitis eius sunt consectetur qui. Deserunt veritatis magni dignissimos dolores dolore nulla. Consequatur distinctio asperiores.,9961.52
71,"Posada, Saucedo y Saldaña",Viaducto Burkina Faso 711 475,+56904169918,Dolorem dolorum eligendi error. Harum reiciendis iste in.,14,712,Chuletas al vino de Málaga,Quasi quisquam quasi maxime quod voluptatum. Perferendis doloremque mollitia praesentium dicta voluptatibus. Adipisci corrupti atque soluta minus natus assumenda.,21896.34
71,"Posada, Saucedo y Saldaña",Viaducto Burkina Faso 711 475,+56904169918,Dolorem dolorum eligendi error. Harum reiciendis iste in.,14,713,Salmón en papillote,Ipsa autem aspernatur numquam provident consequuntur ea tenetur. Officia deserunt minima vel.,2550.21
71,"Posada, Saucedo y Saldaña",Viaducto Burkina Faso 711 475,+56904169918,Dolorem dolorum eligendi error. Harum reiciendis iste in.,14,714,"Ensalada de higos, queso de cabra y nueces con vinagreta de melaza",Ut impedit officiis sit sequi rerum dolores eius. Rem quam dolore explicabo natus. A omnis illo sint fugit repudiandae cum.,23471.62
71,"Posada, Saucedo y Saldaña",Viaducto Burkina Faso 711 475,+56904169918,Dolorem dolorum eligendi error. Harum reiciendis iste in.,14,715,Albóndigas con menta y sésamo,Exercitationem cum qui. Aliquid odio quas.,18463.04
71,"Posada, Saucedo y Saldaña",Viaducto Burkina Faso 711 475,+56904169918,Dolorem dolorum eligendi error. Harum reiciendis iste in.,14,716,Sardinas con vinagreta de menta,Similique distinctio voluptatibus amet. Harum saepe voluptate architecto.,22199.6
71,"Posada, Saucedo y Saldaña",Viaducto Burkina Faso 711 475,+56904169918,Dolorem dolorum eligendi error. Harum reiciendis iste in.,14,717,Pez espada a la plancha,Magnam dolores eveniet magnam id cumque amet quae. Repudiandae dicta ad quis fugit dolorum consequatur. Non labore at enim vitae repellat sint itaque.,19391.41
71,"Posada, Saucedo y Saldaña",Viaducto Burkina Faso 711 475,+56904169918,Dolorem dolorum eligendi error. Harum reiciendis iste in.,14,718,Trucha con jamón,Possimus sapiente eaque. Aspernatur asperiores modi velit iste dicta voluptatem non. Aspernatur ipsam modi porro.,13053.61
71,"Posada, Saucedo y Saldaña",Viaducto Burkina Faso 711 475,+56904169918,Dolorem dolorum eligendi error. Harum reiciendis iste in.,14,719,"Ensalada de naranja, rúcula y bacalao ahumado con aceite de mango y mostaza",Aut at sunt reiciendis ad voluptates similique. Culpa totam eaque. Laudantium doloribus vitae omnis odio.,18547.91
72,Ramírez-Sanabria,Calle Chiapas 673 Interior 003,+56903004292,Laborum suscipit sequi. Similique impedit facilis a fugiat totam omnis. Tempora perferendis dignissimos at esse in expedita. Facilis sed accusamus tempore nulla hic.,14,720,Solomillo al oporto,Aliquid porro modi a expedita saepe.,12744.86
72,Ramírez-Sanabria,Calle Chiapas 673 Interior 003,+56903004292,Laborum suscipit sequi. Similique impedit facilis a fugiat totam omnis. Tempora perferendis dignissimos at esse in expedita. Facilis sed accusamus tempore nulla hic.,14,721,Spaguetti carbonara,Nulla assumenda dolorum nesciunt velit praesentium. Numquam id dolor maxime iure temporibus fugit. Voluptatibus minima possimus veritatis accusamus.,24531.18
72,Ramírez-Sanabria,Calle Chiapas 673 Interior 003,+56903004292,Laborum suscipit sequi. Similique impedit facilis a fugiat totam omnis. Tempora perferendis dignissimos at esse in expedita. Facilis sed accusamus tempore nulla hic.,14,722,Spaghetti con pesto a la siciliana y piñones,Delectus voluptatibus occaecati eveniet culpa. Accusamus nisi cum dolores nihil unde.,12298.11
72,Ramírez-Sanabria,Calle Chiapas 673 Interior 003,+56903004292,Laborum suscipit sequi. Similique impedit facilis a fugiat totam omnis. Tempora perferendis dignissimos at esse in expedita. Facilis sed accusamus tempore nulla hic.,14,723,Ensalada de tomate y queso de burgos,Reiciendis eum aperiam. Reiciendis assumenda mollitia doloribus.,6885.81
72,Ramírez-Sanabria,Calle Chiapas 673 Interior 003,+56903004292,Laborum suscipit sequi. Similique impedit facilis a fugiat totam omnis. Tempora perferendis dignissimos at esse in expedita. Facilis sed accusamus tempore nulla hic.,14,724,Ensalada griega,Voluptatem occaecati possimus ex. Nam expedita at quasi excepturi.,14602.93
72,Ramírez-Sanabria,Calle Chiapas 673 Interior 003,+56903004292,Laborum suscipit sequi. Similique impedit facilis a fugiat totam omnis. Tempora perferendis dignissimos at esse in expedita. Facilis sed accusamus tempore nulla hic.,14,725,Ensalada Simone,Ex perferendis voluptatem necessitatibus pariatur dolorem. Ipsa magni eligendi totam tempore fugit. Laboriosam odit asperiores harum dolore dignissimos suscipit.,14802.29
72,Ramírez-Sanabria,Calle Chiapas 673 Interior 003,+56903004292,Laborum suscipit sequi. Similique impedit facilis a fugiat totam omnis. Tempora perferendis dignissimos at esse in expedita. Facilis sed accusamus tempore nulla hic.,14,726,Taboulé perfumado con aromas cítricos,Accusantium natus corporis voluptatibus dolore. Enim velit facere minima ducimus in necessitatibus.,20065.76
72,Ramírez-Sanabria,Calle Chiapas 673 Interior 003,+56903004292,Laborum suscipit sequi. Similique impedit facilis a fugiat totam omnis. Tempora perferendis dignissimos at esse in expedita. Facilis sed accusamus tempore nulla hic.,14,727,Habitas con jamón,Molestias non voluptatibus ut debitis laudantium. Quasi exercitationem rem exercitationem. Perferendis saepe a alias rerum sed quam quae.,15595.49
72,Ramírez-Sanabria,Calle Chiapas 673 Interior 003,+56903004292,Laborum suscipit sequi. Similique impedit facilis a fugiat totam omnis. Tempora perferendis dignissimos at esse in expedita. Facilis sed accusamus tempore nulla hic.,14,728,Marmitako,Officiis quasi nesciunt illo. Fuga incidunt aperiam excepturi dolorem. Ex accusantium ducimus.,3414.1
72,Ramírez-Sanabria,Calle Chiapas 673 Interior 003,+56903004292,Laborum suscipit sequi. Similique impedit facilis a fugiat totam omnis. Tempora perferendis dignissimos at esse in expedita. Facilis sed accusamus tempore nulla hic.,14,729,Brócoli con jamón y bacon,Cumque culpa corrupti temporibus asperiores magnam. Similique fugit nisi nostrum beatae reprehenderit illum.,9287.18
73,Grijalva y Paredes S. R.L. de C.V.,Peatonal Jaramillo 717 753,+56985630707,Doloremque unde commodi asperiores rem sunt. Modi maxime tempora modi iure natus perferendis. Non vel nostrum maiores eos cupiditate sapiente.,14,730,Cuscús con pimiento rojo y berenjenas,Doloremque eius nesciunt non alias distinctio quod. Quae ullam inventore modi excepturi delectus.,13212.8
73,Grijalva y Paredes S. R.L. de C.V.,Peatonal Jaramillo 717 753,+56985630707,Doloremque unde commodi asperiores rem sunt. Modi maxime tempora modi iure natus perferendis. Non vel nostrum maiores eos cupiditate sapiente.,14,731,Arroz con calabacines,Qui assumenda necessitatibus placeat voluptatum nihil. Delectus cum delectus.,16586.07
73,Grijalva y Paredes S. R.L. de C.V.,Peatonal Jaramillo 717 753,+56985630707,Doloremque unde commodi asperiores rem sunt. Modi maxime tempora modi iure natus perferendis. Non vel nostrum maiores eos cupiditate sapiente.,14,732,"Ensalada de canónigos, jamón de pato y perdíz escabechada",Dolores eos ad quasi nobis. Ducimus dignissimos optio laboriosam molestiae quidem. Mollitia nulla quasi eaque repellendus eos dolores.,20068.98
